Hisp.id,Hisp.display-label,Sex.id,Sex.display-label,Year.id,Year.display-label,GEO.id,GEO.id2,GEO.display-label,wac,bac,iac,aac,nac
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US11,11,District of Columbia,273649,323746,8322,29116,1743
tothisp,Total,totsex,Both Sexes,est72012,"July 1, 2012",0400000US11,11,District of Columbia,283523,326178,8539,30403,1937
hisp,Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,1999736,125751,28661,16950,5678
hisp,Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,1999746,125751,28661,16950,5678
hisp,Hispanic,female,Female,est72010,"July 1, 2010",0400000US12,12,Florida,2011817,126723,28876,17085,5718
hisp,Hispanic,female,Female,est72011,"July 1, 2011",0400000US12,12,Florida,2063986,131971,30015,17728,6001
hisp,Hispanic,female,Female,est72012,"July 1, 2012",0400000US12,12,Florida,2114470,137547,31354,18496,6281
hisp,Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,1946730,123100,32705,16379,6163
hisp,Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,1946846,123109,32705,16381,6163
hisp,Hispanic,male,Male,est72010,"July 1, 2010",0400000US12,12,Florida,1958820,124171,32951,16496,6193
hisp,Hispanic,male,Male,est72011,"July 1, 2011",0400000US12,12,Florida,2015493,129974,34181,17289,6479
hisp,Hispanic,male,Male,est72012,"July 1, 2012",0400000US12,12,Florida,2067630,135084,35472,17913,6725
hisp,Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,3946466,248851,61366,33329,11841
hisp,Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,3946592,248860,61366,33331,11841
hisp,Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US12,12,Florida,3970637,250894,61827,33581,11911
hisp,Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US12,12,Florida,4079479,261945,64196,35017,12480
hisp,Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US12,12,Florida,4182100,272631,66826,36409,13006
nhisp,Not Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,5683030,1565780,60830,293863,16100
nhisp,Not Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,5683033,1565781,60830,293863,16100
nhisp,Not Hispanic,female,Female,est72010,"July 1, 2010",0400000US12,12,Florida,5686877,1568634,61117,295972,16143
nhisp,Not Hispanic,female,Female,est72011,"July 1, 2011",0400000US12,12,Florida,5705563,1601914,62351,307558,16650
nhisp,Not Hispanic,female,Female,est72012,"July 1, 2012",0400000US12,12,Florida,5733573,1629962,63386,318546,17236
nhisp,Not Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,5463054,1445567,58277,256179,15475
nhisp,Not Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,5463641,1446224,58279,256183,15475
nhisp,Not Hispanic,male,Male,est72010,"July 1, 2010",0400000US12,12,Florida,5468629,1449457,58571,258014,15448
nhisp,Not Hispanic,male,Male,est72011,"July 1, 2011",0400000US12,12,Florida,5486318,1482472,59837,267590,16021
nhisp,Not Hispanic,male,Male,est72012,"July 1, 2012",0400000US12,12,Florida,5516275,1506195,60857,276587,16600
nhisp,Not Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,11146084,3011347,119107,550042,31575
nhisp,Not Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,11146674,3012005,119109,550046,31575
nhisp,Not Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US12,12,Florida,11155506,3018091,119688,553986,31591
nhisp,Not Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US12,12,Florida,11191881,3084386,122188,575148,32671
nhisp,Not Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US12,12,Florida,11249848,3136157,124243,595133,33836
tothisp,Total,female,Female,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,7682766,1691531,89491,310813,21778
tothisp,Total,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,7682779,1691532,89491,310813,21778
tothisp,Total,female,Female,est72010,"July 1, 2010",0400000US12,12,Florida,7698694,1695357,89993,313057,21861
tothisp,Total,female,Female,est72011,"July 1, 2011",0400000US12,12,Florida,7769549,1733885,92366,325286,22651
tothisp,Total,female,Female,est72012,"July 1, 2012",0400000US12,12,Florida,7848043,1767509,94740,337042,23517
tothisp,Total,male,Male,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,7409784,1568667,90982,272558,21638
tothisp,Total,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,7410487,1569333,90984,272564,21638
tothisp,Total,male,Male,est72010,"July 1, 2010",0400000US12,12,Florida,7427449,1573628,91522,274510,21641
tothisp,Total,male,Male,est72011,"July 1, 2011",0400000US12,12,Florida,7501811,1612446,94018,284879,22500
tothisp,Total,male,Male,est72012,"July 1, 2012",0400000US12,12,Florida,7583905,1641279,96329,294500,23325
tothisp,Total,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US12,12,Florida,15092550,3260198,180473,583371,43416
tothisp,Total,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US12,12,Florida,15093266,3260865,180475,583377,43416
tothisp,Total,totsex,Both Sexes,est72010,"July 1, 2010",0400000US12,12,Florida,15126143,3268985,181515,587567,43502
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US12,12,Florida,15271360,3346331,186384,610165,45151
tothisp,Total,totsex,Both Sexes,est72012,"July 1, 2012",0400000US12,12,Florida,15431948,3408788,191069,631542,46842
hisp,Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,338222,43324,16977,5672,2974
hisp,Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,338221,43324,16977,5672,2974
hisp,Hispanic,female,Female,est72010,"July 1, 2010",0400000US13,13,Georgia,340297,43713,17100,5717,2998
hisp,Hispanic,female,Female,est72011,"July 1, 2011",0400000US13,13,Georgia,350041,45967,17508,6013,3084
hisp,Hispanic,female,Female,est72012,"July 1, 2012",0400000US13,13,Georgia,361389,47962,17962,6339,3142
hisp,Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,400573,43466,21028,6013,3614
hisp,Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,400573,43466,21028,6013,3614
hisp,Hispanic,male,Male,est72010,"July 1, 2010",0400000US13,13,Georgia,402974,43872,21181,6065,3648
hisp,Hispanic,male,Male,est72011,"July 1, 2011",0400000US13,13,Georgia,413349,46044,21608,6455,3751
hisp,Hispanic,male,Male,est72012,"July 1, 2012",0400000US13,13,Georgia,424173,47907,22035,6700,3822
hisp,Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,738795,86790,38005,11685,6588
hisp,Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,738794,86790,38005,11685,6588
hisp,Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US13,13,Georgia,743271,87585,38281,11782,6646
hisp,Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US13,13,Georgia,763390,92011,39116,12468,6835
hisp,Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US13,13,Georgia,785562,95869,39997,13039,6964
nhisp,Not Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,2820817,1599501,34041,185345,6087
nhisp,Not Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,2820819,1599506,34041,185345,6087
nhisp,Not Hispanic,female,Female,est72010,"July 1, 2010",0400000US13,13,Georgia,2826114,1604910,34208,186948,6105
nhisp,Not Hispanic,female,Female,est72011,"July 1, 2011",0400000US13,13,Georgia,2829120,1625061,34744,194066,6321
nhisp,Not Hispanic,female,Female,est72012,"July 1, 2012",0400000US13,13,Georgia,2843625,1647786,35441,201875,6568
nhisp,Not Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,2725358,1405395,31108,173820,5912
nhisp,Not Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,2725358,1405399,31108,173820,5912
nhisp,Not Hispanic,male,Male,est72010,"July 1, 2010",0400000US13,13,Georgia,2729723,1410051,31183,175349,5956
nhisp,Not Hispanic,male,Male,est72011,"July 1, 2011",0400000US13,13,Georgia,2743976,1436562,32002,181963,6211
nhisp,Not Hispanic,male,Male,est72012,"July 1, 2012",0400000US13,13,Georgia,2757521,1457100,32699,189077,6394
nhisp,Not Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,5546175,3004896,65149,359165,11999
nhisp,Not Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,5546177,3004905,65149,359165,11999
nhisp,Not Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US13,13,Georgia,5555837,3014961,65391,362297,12061
nhisp,Not Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US13,13,Georgia,5573096,3061623,66746,376029,12532
nhisp,Not Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US13,13,Georgia,5601146,3104886,68140,390952,12962
tothisp,Total,female,Female,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,3159039,1642825,51018,191017,9061
tothisp,Total,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,3159040,1642830,51018,191017,9061
tothisp,Total,female,Female,est72010,"July 1, 2010",0400000US13,13,Georgia,3166411,1648623,51308,192665,9103
tothisp,Total,female,Female,est72011,"July 1, 2011",0400000US13,13,Georgia,3179161,1671028,52252,200079,9405
tothisp,Total,female,Female,est72012,"July 1, 2012",0400000US13,13,Georgia,3205014,1695748,53403,208214,9710
tothisp,Total,male,Male,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,3125931,1448861,52136,179833,9526
tothisp,Total,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,3125931,1448865,52136,179833,9526
tothisp,Total,male,Male,est72010,"July 1, 2010",0400000US13,13,Georgia,3132697,1453923,52364,181414,9604
tothisp,Total,male,Male,est72011,"July 1, 2011",0400000US13,13,Georgia,3157325,1482606,53610,188418,9962
tothisp,Total,male,Male,est72012,"July 1, 2012",0400000US13,13,Georgia,3181694,1505007,54734,195777,10216
tothisp,Total,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US13,13,Georgia,6284970,3091686,103154,370850,18587
tothisp,Total,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US13,13,Georgia,6284971,3091695,103154,370850,18587
tothisp,Total,totsex,Both Sexes,est72010,"July 1, 2010",0400000US13,13,Georgia,6299108,3102546,103672,374079,18707
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US13,13,Georgia,6336486,3153634,105862,388497,19367
tothisp,Total,totsex,Both Sexes,est72012,"July 1, 2012",0400000US13,13,Georgia,6386708,3200755,108137,403991,19926
hisp,Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,38197,3015,5953,29922,23857
hisp,Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,38197,3015,5953,29922,23857
hisp,Hispanic,female,Female,est72010,"July 1, 2010",0400000US15,15,Hawaii,38452,3147,6068,30023,23905
hisp,Hispanic,female,Female,est72011,"July 1, 2011",0400000US15,15,Hawaii,40272,3322,6158,30632,24385
hisp,Hispanic,female,Female,est72012,"July 1, 2012",0400000US15,15,Hawaii,41754,3390,6206,30897,24695
hisp,Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,39672,3125,6045,28948,23590
hisp,Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,39672,3125,6045,28948,23590
hisp,Hispanic,male,Male,est72010,"July 1, 2010",0400000US15,15,Hawaii,39847,3326,6219,29031,23606
hisp,Hispanic,male,Male,est72011,"July 1, 2011",0400000US15,15,Hawaii,42527,3538,6330,29760,24288
hisp,Hispanic,male,Male,est72012,"July 1, 2012",0400000US15,15,Hawaii,45411,3794,6484,30192,24714
hisp,Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,77869,6140,11998,58870,47447
hisp,Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,77869,6140,11998,58870,47447
hisp,Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US15,15,Hawaii,78299,6473,12287,59054,47511
hisp,Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US15,15,Hawaii,82799,6860,12488,60392,48673
hisp,Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US15,15,Hawaii,87165,7184,12690,61089,49409
nhisp,Not Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,235928,13902,11310,379570,154311
nhisp,Not Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,235928,13902,11310,379570,154311
nhisp,Not Hispanic,female,Female,est72010,"July 1, 2010",0400000US15,15,Hawaii,236489,14289,11674,381430,154464
nhisp,Not Hispanic,female,Female,est72011,"July 1, 2011",0400000US15,15,Hawaii,238036,15818,11632,381785,155344
nhisp,Not Hispanic,female,Female,est72012,"July 1, 2012",0400000US15,15,Hawaii,239487,16938,11640,381911,155920
nhisp,Not Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,262241,19782,11615,347048,157193
nhisp,Not Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,262241,19782,11615,347048,157193
nhisp,Not Hispanic,male,Male,est72010,"July 1, 2010",0400000US15,15,Hawaii,262378,20190,12065,348630,157103
nhisp,Not Hispanic,male,Male,est72011,"July 1, 2011",0400000US15,15,Hawaii,266198,22035,12010,348564,158307
nhisp,Not Hispanic,male,Male,est72012,"July 1, 2012",0400000US15,15,Hawaii,271846,24410,12078,348778,159066
nhisp,Not Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,498169,33684,22925,726618,311504
nhisp,Not Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,498169,33684,22925,726618,311504
nhisp,Not Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US15,15,Hawaii,498867,34479,23739,730060,311567
nhisp,Not Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US15,15,Hawaii,504234,37853,23642,730349,313651
nhisp,Not Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US15,15,Hawaii,511333,41348,23718,730689,314986
tothisp,Total,female,Female,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,274125,16917,17263,409492,178168
tothisp,Total,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,274125,16917,17263,409492,178168
tothisp,Total,female,Female,est72010,"July 1, 2010",0400000US15,15,Hawaii,274941,17436,17742,411453,178369
tothisp,Total,female,Female,est72011,"July 1, 2011",0400000US15,15,Hawaii,278308,19140,17790,412417,179729
tothisp,Total,female,Female,est72012,"July 1, 2012",0400000US15,15,Hawaii,281241,20328,17846,412808,180615
tothisp,Total,male,Male,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,301913,22907,17660,375996,180783
tothisp,Total,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,301913,22907,17660,375996,180783
tothisp,Total,male,Male,est72010,"July 1, 2010",0400000US15,15,Hawaii,302225,23516,18284,377661,180709
tothisp,Total,male,Male,est72011,"July 1, 2011",0400000US15,15,Hawaii,308725,25573,18340,378324,182595
tothisp,Total,male,Male,est72012,"July 1, 2012",0400000US15,15,Hawaii,317257,28204,18562,378970,183780
tothisp,Total,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US15,15,Hawaii,576038,39824,34923,785488,358951
tothisp,Total,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US15,15,Hawaii,576038,39824,34923,785488,358951
tothisp,Total,totsex,Both Sexes,est72010,"July 1, 2010",0400000US15,15,Hawaii,577166,40952,36026,789114,359078
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US15,15,Hawaii,587033,44713,36130,790741,362324
tothisp,Total,totsex,Both Sexes,est72012,"July 1, 2012",0400000US15,15,Hawaii,598498,48532,36408,791778,364395
hisp,Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,78319,1538,5890,1293,523
hisp,Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,78319,1538,5890,1293,523
hisp,Hispanic,female,Female,est72010,"July 1, 2010",0400000US16,16,Idaho,78785,1549,5937,1299,522
hisp,Hispanic,female,Female,est72011,"July 1, 2011",0400000US16,16,Idaho,80751,1641,6166,1346,532
hisp,Hispanic,female,Female,est72012,"July 1, 2012",0400000US16,16,Idaho,82555,1721,6339,1404,549
hisp,Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,85040,1637,6278,1344,562
hisp,Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,85040,1637,6278,1344,562
hisp,Hispanic,male,Male,est72010,"July 1, 2010",0400000US16,16,Idaho,85567,1650,6326,1349,568
hisp,Hispanic,male,Male,est72011,"July 1, 2011",0400000US16,16,Idaho,87548,1689,6514,1384,569
hisp,Hispanic,male,Male,est72012,"July 1, 2012",0400000US16,16,Idaho,89246,1787,6632,1444,585
hisp,Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,163359,3175,12168,2637,1085
hisp,Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,163359,3175,12168,2637,1085
hisp,Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US16,16,Idaho,164352,3199,12263,2648,1090
hisp,Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US16,16,Idaho,168299,3330,12680,2730,1101
hisp,Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US16,16,Idaho,171801,3508,12971,2848,1134
nhisp,Not Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,673528,6175,14859,15072,2142
nhisp,Not Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,673572,6175,14859,15072,2142
nhisp,Not Hispanic,female,Female,est72010,"July 1, 2010",0400000US16,16,Idaho,674454,6228,14923,15198,2155
nhisp,Not Hispanic,female,Female,est72011,"July 1, 2011",0400000US16,16,Idaho,678386,6579,15105,15798,2236
nhisp,Not Hispanic,female,Female,est72012,"July 1, 2012",0400000US16,16,Idaho,682096,6909,15273,16587,2320
nhisp,Not Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,669695,7806,14642,12916,2281
nhisp,Not Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,669721,7806,14642,12916,2281
nhisp,Not Hispanic,male,Male,est72010,"July 1, 2010",0400000US16,16,Idaho,670636,7850,14743,13040,2289
nhisp,Not Hispanic,male,Male,est72011,"July 1, 2011",0400000US16,16,Idaho,673738,8303,14976,13598,2354
nhisp,Not Hispanic,male,Male,est72012,"July 1, 2012",0400000US16,16,Idaho,676737,8671,15211,14236,2442
nhisp,Not Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,1343223,13981,29501,27988,4423
nhisp,Not Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,1343293,13981,29501,27988,4423
nhisp,Not Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US16,16,Idaho,1345090,14078,29666,28238,4444
nhisp,Not Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US16,16,Idaho,1352124,14882,30081,29396,4590
nhisp,Not Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US16,16,Idaho,1358833,15580,30484,30823,4762
tothisp,Total,female,Female,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,751847,7713,20749,16365,2665
tothisp,Total,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,751891,7713,20749,16365,2665
tothisp,Total,female,Female,est72010,"July 1, 2010",0400000US16,16,Idaho,753239,7777,20860,16497,2677
tothisp,Total,female,Female,est72011,"July 1, 2011",0400000US16,16,Idaho,759137,8220,21271,17144,2768
tothisp,Total,female,Female,est72012,"July 1, 2012",0400000US16,16,Idaho,764651,8630,21612,17991,2869
tothisp,Total,male,Male,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,754735,9443,20920,14260,2843
tothisp,Total,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,754761,9443,20920,14260,2843
tothisp,Total,male,Male,est72010,"July 1, 2010",0400000US16,16,Idaho,756203,9500,21069,14389,2857
tothisp,Total,male,Male,est72011,"July 1, 2011",0400000US16,16,Idaho,761286,9992,21490,14982,2923
tothisp,Total,male,Male,est72012,"July 1, 2012",0400000US16,16,Idaho,765983,10458,21843,15680,3027
tothisp,Total,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US16,16,Idaho,1506582,17156,41669,30625,5508
tothisp,Total,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US16,16,Idaho,1506652,17156,41669,30625,5508
tothisp,Total,totsex,Both Sexes,est72010,"July 1, 2010",0400000US16,16,Idaho,1509442,17277,41929,30886,5534
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US16,16,Idaho,1520423,18212,42761,32126,5691
tothisp,Total,totsex,Both Sexes,est72012,"July 1, 2012",0400000US16,16,Idaho,1530634,19088,43455,33671,5896
hisp,Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,911482,42350,35375,11615,2892
hisp,Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,911482,42350,35375,11615,2892
hisp,Hispanic,female,Female,est72010,"July 1, 2010",0400000US17,17,Illinois,915226,42647,35534,11709,2913
hisp,Hispanic,female,Female,est72011,"July 1, 2011",0400000US17,17,Illinois,929827,43447,36048,11942,2984
hisp,Hispanic,female,Female,est72012,"July 1, 2012",0400000US17,17,Illinois,944703,44420,36620,12223,3046
hisp,Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,974791,40841,38845,11758,3105
hisp,Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,974791,40841,38845,11758,3105
hisp,Hispanic,male,Male,est72010,"July 1, 2010",0400000US17,17,Illinois,979080,41170,39007,11899,3155
hisp,Hispanic,male,Male,est72011,"July 1, 2011",0400000US17,17,Illinois,994832,42033,39582,12157,3219
hisp,Hispanic,male,Male,est72012,"July 1, 2012",0400000US17,17,Illinois,1009728,43112,40220,12535,3281
hisp,Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,1886273,83191,74220,23373,5997
hisp,Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,1886273,83191,74220,23373,5997
hisp,Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US17,17,Illinois,1894306,83817,74541,23608,6068
hisp,Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US17,17,Illinois,1924659,85480,75630,24099,6203
hisp,Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US17,17,Illinois,1954431,87532,76840,24758,6327
nhisp,Not Hispanic,female,Female,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,4252441,1023003,31592,338031,4941
nhisp,Not Hispanic,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,4252441,1023003,31592,338031,4941
nhisp,Not Hispanic,female,Female,est72010,"July 1, 2010",0400000US17,17,Illinois,4249284,1024347,31638,340316,5037
nhisp,Not Hispanic,female,Female,est72011,"July 1, 2011",0400000US17,17,Illinois,4236529,1023735,31842,348585,5138
nhisp,Not Hispanic,female,Female,est72012,"July 1, 2012",0400000US17,17,Illinois,4220101,1022564,32117,356974,5299
nhisp,Not Hispanic,male,Male,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,4082406,900615,29566,316584,4935
nhisp,Not Hispanic,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,4082406,900615,29566,316584,4935
nhisp,Not Hispanic,male,Male,est72010,"July 1, 2010",0400000US17,17,Illinois,4080209,902163,29623,318733,5024
nhisp,Not Hispanic,male,Male,est72011,"July 1, 2011",0400000US17,17,Illinois,4069204,901435,29713,326482,5108
nhisp,Not Hispanic,male,Male,est72012,"July 1, 2012",0400000US17,17,Illinois,4056990,901997,29949,334605,5244
nhisp,Not Hispanic,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,8334847,1923618,61158,654615,9876
nhisp,Not Hispanic,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,8334847,1923618,61158,654615,9876
nhisp,Not Hispanic,totsex,Both Sexes,est72010,"July 1, 2010",0400000US17,17,Illinois,8329493,1926510,61261,659049,10061
nhisp,Not Hispanic,totsex,Both Sexes,est72011,"July 1, 2011",0400000US17,17,Illinois,8305733,1925170,61555,675067,10246
nhisp,Not Hispanic,totsex,Both Sexes,est72012,"July 1, 2012",0400000US17,17,Illinois,8277091,1924561,62066,691579,10543
tothisp,Total,female,Female,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,5163923,1065353,66967,349646,7833
tothisp,Total,female,Female,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,5163923,1065353,66967,349646,7833
tothisp,Total,female,Female,est72010,"July 1, 2010",0400000US17,17,Illinois,5164510,1066994,67172,352025,7950
tothisp,Total,female,Female,est72011,"July 1, 2011",0400000US17,17,Illinois,5166356,1067182,67890,360527,8122
tothisp,Total,female,Female,est72012,"July 1, 2012",0400000US17,17,Illinois,5164804,1066984,68737,369197,8345
tothisp,Total,male,Male,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,5057197,941456,68411,328342,8040
tothisp,Total,male,Male,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,5057197,941456,68411,328342,8040
tothisp,Total,male,Male,est72010,"July 1, 2010",0400000US17,17,Illinois,5059289,943333,68630,330632,8179
tothisp,Total,male,Male,est72011,"July 1, 2011",0400000US17,17,Illinois,5064036,943468,69295,338639,8327
tothisp,Total,male,Male,est72012,"July 1, 2012",0400000US17,17,Illinois,5066718,945109,70169,347140,8525
tothisp,Total,totsex,Both Sexes,cen42010,"April 1, 2010 Census",0400000US17,17,Illinois,10221120,2006809,135378,677988,15873
tothisp,Total,totsex,Both Sexes,est42010,"April 1, 2010 Estimates Base",0400000US17,17,Illinois,10221120,2006809,135378,677988,15873
tothisp,Total,totsex,Both Sexes,est72010,"July 1, 2010",0400000US17,17,Illinois,10223799,2010327,135802,682657,16129
tothisp,Total,totsex,Both Sexes,est72011,"July 1, 2011",0400000US17,17,Illinois,10230392,2010650,137185,699166,16449
